port_name,closest_name,closest_distance
SHOREHAM HARBOUR,LITTLEHAMPTON HARBOUR,20254.26640651735
SI RACHA,SIAM SEAPORT,5173.621682301233
SI RACHA TERMINAL,SIAM SEAPORT,1853.1775562241107
SIAM SEAPORT,SI RACHA TERMINAL,1853.1775562241107
SIASI,JOLO,59181.23812378895
SIBENIK,SPLIT,51317.89836298698
SIBOLGA,KUALA TANJUNG,198299.8236023974
SIDNEY,BAMBERTON,14824.805906793194
SIGLUFJORHURD,OLAFSFJORDHUR,14753.365251003697
SIGNILSKAR,GRISSLEHAMN,30680.806272582377
SIKKA,VADINAR TERMINAL,16539.40311547735
SILLOTH,WORKINGTON,36570.30267559855
SILVERDALE,KEYPORT,8356.99622925247
SIMONSTOWN,CAPE TOWN,29691.680671807022
SINES,SETUBAL,63077.81832007783
SINOP,INEBOLU,115893.40120547714
SIRACUSA,MELILLI OIL TERMINAL,7980.9952538388425
SISIMIUT,ATTU,114910.36675094065
SITKA,TODD,49365.28828817944
SJOVEGAN,MEDBY,5455.512607907234
SKADOVS'K,KHORLY,28335.925523736292
SKAERBAEK,MIDDELFART,7576.420194605012
SKAGASTROND,BLONDUOS,18548.067908680347
SKAGWAY,TANANI POINT,19676.123159907584
SKERJAFJORDUR,REYKJAVIK,4040.2746211957947
SKOOT COVE,ALCAN HARBOR,1853.1775562239377
SLAVYANKA,ZARUBINO,35682.21599074695
SOCHI,ADLER,23202.46521557204
SODUS BAY,OSWEGO,43790.639405057955
SOKCH'O HANG,MUKHO,83758.40115032233
SOKHUMI,ADLER,98718.74397646579
SOLOMON,NOME,48940.345466974875
SOLOMONS ISLAND,PINEY POINT,21646.534292938853
SOMA,SENDAI-SHIOGAMA,54237.11942436543
SOMBRA,MARINE CITY,1361.6432894598802
SONORA,STORMONT,22896.75410778305
SORAKER,VIVSTAVARV,7923.563806751645
SOREL,CONTRECOUR,19619.849538731865
SORRENTO,BAR HARBOR,9360.380571024167
SOUDHA,RETHIMNON,28764.363017338444
SOUSSE,MAHDIA,52826.308413695726
SOUTH AMBOY,PERTH AMBOY,1853.288751325168
SOUTH BRISTOL,PEMAQUID BEACH,1336.136659901296
SOUTH HARPSWELL,CUNDY HARBOR,10895.11692869422
SOUTH LANCASTER,ST ANICET,10459.122654217965
SOUTH NESS,LYNESS,3706.466307549783
SOUTH RIDING POINT,FREEPORT,57443.921641768706
SOUTH VALLEJO,MARE ISLAND,2358.420408591791
SOUTHAMPTON,FAWLEY MARINE TERMINAL,10380.73750236486
SOUTHPORT,BRIDGEPORT,9156.621429849
SOUTHPORT,WILMINGTON,35743.06845048427
SOUTHWEST HARBOR,NORTHEAST HARBOR,3236.335634461951
SOVETSKAYA GAVAN,BUKHTA VANINO,12972.687673973007
SPETSES,NAVPLIO,46490.8474571158
SPLIT,DUGI RAT,18345.902652584482
SPRINGDALE,LITTLE BAY,13835.336564546336
ST ANDREWS EAST,CARILLON,2594.8966127970043
ST ANICET,SOUTH LANCASTER,10459.122654217965
ST AUGUSTINE,JACKSONVILLE,56344.39371464902
ST CATHERINE,PORT DALHOUSIE,3945.081725796466
ST CLAIR,COURTRIGHT,1359.3653854401111
ST GEORGE'S,STEPHENVILLE,11116.412295262055
ST HELENS,KALAMA,17121.4880771221
ST IGNACE,MACKINAW CITY,7413.043810199443
ST JOHN'S,HARBOR GRACE,40835.97792729249
ST LOUIS,RUFISQUE,167905.60539408616
ST NAZAIRE,MONTOIR,5358.699351265001
ST PLACIDE,HUDSON,9052.548382210938
ST ROSE,DESTREHAN,4817.313148808845
ST ZOTIQUE,COTEAU LANDING,3914.1493631737976
ST. MARY'S (SCILLY ISL.),NEWLYN,58457.2659255794
STAGEN,KOTA BARU,10475.113030943747
STAMFORD,GREENWICH,5891.6154853767775
STAMSUND,BALLSTAD,8345.158854290188
STANLEY,PORT LATTA,11216.255966245963
STAPLETON SI,TOMPKINSVILLE SI,0.0
STAPLETON SI,STAPLETON SI,0.0
STEAMBOAT BAY,CRAIG,31330.60375157181
STEGE,STUBBEKOBING,18596.90366836481
STEINKJER,MALM,14119.870863211652
STENUNGSUND,MARSTRAND,25157.292214611563
STEPHENVILLE,ST GEORGE'S,11116.412295262055
STEWART,HYDER,1853.1775562242256
STOCKA,HUDIKSVALL,22217.390359259094
STOCKHOLM,GUSTAVSBERG,18999.935019027067
STOCKTON,ISLETON,35641.786463270386
STONINGTON,BROOKLIN,14574.36682737563
STORA JATTERSON,OSKARSHAMN,19821.331999051275
STRANDVIK,BERGEN,32331.91093032556
STRANRAER,KILROOT,47541.835747407335
STROMNESS,LYNESS,15899.737214383826
STROMNESS HARBOR,GRYTVIKEN,18369.971477492763
STURGEON BAY,ALGOMA,26244.551426191505
SUDAK,FEODOSIYA,39978.15119374339
SUMBE,PORTO AMBOIM,52682.44073124523
SUMMERSIDE,ALBERTON,49465.91818896334
SUNDERLAND,TYNEMOUTH,9507.463980724395
SUNDSVALL,STOCKVIK,5819.607144632851
SUNGAIGERONG,PALEMBANG,7402.885990335291
SUPERIOR,DULUTH,4493.141773427243
SUPSA MARINE TERMINAL,POTI,12321.87385156386
SURABAYA,GRESIK,10744.03370936983
SURIGAO CITY,MAASIN,82737.81948937081
SUVA HARBOR,LEVUKA,66688.69976461092
SVENDBORG,RUDKOBING,14455.240340385975
SWANS ISLAND,MINTURN,1853.2887513244807
TACHIBANA,KOMATSUSHIMA,17776.92930583504
TADOUSSAC,RIVIERE DU LOUP,38227.99304157662
TAHUNA,TELUK BEO,159685.67698702932
TAI-CHUNG KANG,MAILIAO,66681.18587667473
TAKAMATSU,HIBI KO,15434.367886928574
TAKUMA,MARUGAME KO,13050.884399838871
TALTAL,PUERTO CHANARAL,106943.25061469038
TALVIK,ALTA,14208.420609595996
TAMPA,ST PETERSBURG,23382.465185130186
TAMPICO,ALTAMIRA,29701.45322266777
TANANI POINT,PORT CHILKOOT,5639.887655812238
TANANI POINT,HAINES,5639.887655812238
TANGA,CHAKE CHAKE,74330.51553250963
TANGER,TANGIER-MEDITERRANEAN,29992.42900945548
TANGIER-MEDITERRANEAN,CUETA,18014.529288808528
TANJUNG ARANG  (BUNYU),LINGKAS,32960.84381079058
TANJUNG BALAI KARIMUN,TANJUNG PELEPAS,42784.86213042895
TANJUNG BENETE,LABUHANHAJI,30007.08506155446
TANJUNGPANDAN,TOBOALI,134717.9219122701
TANJUNGPINANG,KIJANG,18250.615204388287
TANJUNGREDEB,LINGKAS,126685.52376311053
TANJUNGUBAN,TANJUNGPINANG,30840.94905182033
TANTAWAN MARINE TERMINAL,BENCHAMAS TERMINAL,51519.2280726655
TAPIS MARINE TERMINAL A,MALONG MARINE TERMINAL,100689.30669743125
TARABULUS,TARTUS,50130.55715090263
TARAKOHE,COLLINGWOOD,27011.020245229392
TARANTO,MONOPOLI,54401.22079166796
TARBERT,KILRUSH,10581.53650440337
TAREMPAH,UDANG OILFIELD,95509.31864749704
TARTUS,BANIYAS,32405.803595081015
TATEYAMA KO,URAGA KO,27029.955633017427
TAURANGA,MANUKAU HARBOR,145038.91295991692
TAWA,MOSTYN,63039.492901176935
TELA,PUERTO CORTES,53782.88570405208
TELUK ANSON,LUMUT,48866.24215001195
TEMRYUK,ANAPA,51956.957653458456
TENAKEE SPRINGS,CHATHAM,33630.05308697621
TENES,MOSTAGANEM,129180.04871017928
TERMINI IMERESE,PORTO DI PALERMO,33614.32643530853
TERN ISLAND,NONOPAPA,658461.8259152756
TG. SORONG,KASIM TERMINAL,52218.893287221574
THAMESPORT,ISLE OF GRAIN,0.0
THAMESPORT,THAMESPORT,0.0
THAMSHAMM,TRONDHEIM,28829.997772670733
THE DALLES,WASHOUGAL,90797.27889609561
THESSALON,BRUCE MINES,17062.441770435456
THISTED,HANSTHOLM,21264.34227947532
THORNBURY,MEAFORD,13114.584480150128
THOROLD,HAMILTON,21456.668455023068
THREE SAINTS BAY,MCCORD,18478.724725221706
THUNDER BAY,WASHINGTON HARBOR,54098.54496973264
THURSDAY ISLAND,DARU,200120.4103974329
THURSO,ROCKLAND,7604.999876427232
THYBORON,LEMVIG,13598.112615085065
TIANJIN XIN GANG,DAGU TANGGU,14409.193678813119
TIFFIN,VICTORIA HARBOUR,2632.2781484627203
TIKSI,AMBARCHIK,1236431.0052352296
TILBURY,GRAVESEND,2961.1660651230272
TIMARU,PORT LYTTELTON,147223.08671632622
TIVERTON,BRISTOL,5567.526396588674
TJOTTA,SANDNESSJOEN,22313.2867414925
TOAMASINA,MAROANTSETRA,305065.2417907177
TOBA,ATSUMI,28444.631112659994
TOBATA,WAKAMATSU KO,1853.2887513250948
TOBERMORY,LIONS HEAD,45400.31974688407
TOCOPILLA,MEJILLONES,115558.39514097785
TODD,CHATHAM,8917.276652499351
TOFTE,KAMBO,11366.275666889089
TOKACHI,KUSHIRO KO,119445.60042921577
TOLEDO,NEWPORT,9417.13610426263
TOLEDO,SAN CARLOS,27013.323553650363
TOMAKOMAI KO,MURORAN KO,63090.72179688439
TOMPKINSVILLE SI,TOMPKINSVILLE SI,0.0
TOMPKINSVILLE SI,STAPLETON SI,0.0
TONAWANDA,BUFFALO,16679.26517662229
TONDA,TOKUYAMA,6143.279071040109
TONGHAE,MUKHO,4730.105030092729
TONNAY CHARENTE,ROCHEFORT,3866.781192440056
TOPOLOBAMPO,PICHILINGUE,195683.7039578494
TORONTO,PORT CREDIT,17733.12152478091
TOROS GUBRE,BOTAS,4746.005089957323
TOWNSVILLE,LUCINDA,97675.72142133076
TRABZON,RIZE,63145.23701026524
TRAMANDAI,PORTO ALEGRE,106064.0694730885
TRANOY,KORSNES,18093.915943279444
TRAP POINT,LAZY BAY,12665.646958694153
TRAPANI,MARSALA,26596.81807516393
TRAVERSE CITY,LELAND,30205.89241784985
TRENTON,AMHERSTBURG,6631.385824086269
TRENTON,BRISTOL,13183.640648122711
TRENTON,BELLEVILLE,14418.1434813061
TRI-CITY PORT,BUFFINGTON,401324.7073801419
TRIVANDRUM,KOLACHEL,48263.07963765372
TROIS RIVIERES,PORT DE BECANCOUR,13942.717505358009
TROMSO,GIBOSTAD,47916.04543038139
TROY,RENSSELAER,10127.303515632806
TROY,ALBANY,10127.303515632806
TRUJILLO,PUERTO CASTILLA,9927.854077717795
TUAPSE,SOCHI,78480.59827806395
TUBAN,GRESIK,72059.10335025219
TUKTOYAKTUK,POLICE POINT,326565.6189251501
TUMACO,ESMERALDAS,135111.97559862374
TUNAS DE ZAZA,CASILDA,46613.92161262776
TUTICORIN,KOLACHEL,122974.59714923512
TUTOIA,CAMOCIM,161556.29121325054
TVEDESTRAND,ARENDAL,19280.528224040747
TVOROYRI,VAGUR,7413.043810199196
TWO HARBORS,PORT WING,32918.962507947144
TYSOE POINT,PEARCE POINT,80795.87101676951
UCHIURA,MAIZURU KO,15084.506739329167
UDANG OILFIELD,BELANAK FIELD TERMINAL,28948.822688372355
UGLEGORSK,SHAKHTERSK,9578.547384598936
UKPOKITI MARINE TERMINAL,ESCRAVOS OIL TERMINAL,30341.62568390189
ULEELHEUE,SABANG,35404.3266168281
ULLAPOOL,AULTBEA,26679.429185468794
ULSAN,PUSAN,51210.809248978156
ULVIK,LODINGEN,19909.457539435814
UMAG,PIRAN,11782.961553726693
UMM AN NAR,ABU ZABY,16166.584925109699
UMM QASR,KHAWR AL ZUBAIR LNG TERMINAL,13363.324896326243
UMM SAID,DOHA,40909.39537669222
UNGA,BARALOF BAY,5948.413668218261
UNO KO,HIBI KO,4009.0568067934482
UPERNAVIK,KAJALLEQ UPERNAVIK,71616.2570552608
USELESS LOOP,CAPE CUVIER,207570.89302896065
UST-DUNAISK,SULINA,33460.192829622
UST-PORT,DUDINKA,73624.82701867876
USTKA,DARLOWO,32569.97121853893
UTUROA,VAITAPE,41169.853906785866
UUMMANNAQ HARBOR,NIAQORNAT,57115.241152931354
UUSIKAUPUNKI,RAUMA,37455.77832378511
UWAJIMA KO,YAWATAHAMA,29450.990499758016
VADA,LIVORNO,24706.717122608603
VADINAR TERMINAL,SIKKA,16539.40311547735
VADSO,KIRKENES,38797.37326543756
VAITAPE,UTUROA,41169.853906785866
VAJA,BOLLSTABRUK,2035.435097603923
VAKSDAL,BERGEN,24662.518670529964
VALDEZ,SWANPORT,8872.15221392103
VALENCIA,SAGUNTO,23834.549512104404
VALENTIA,CASTLETOWN BEARHAVEN,41081.0260148546
VALLETTA HARBORS,MARSAXLOKK,9740.980474996877
VANCOUVER,PORTLAND,13037.380635928355
VANIMO,JAYAPURA,49196.878176758735
VASTERAS,SODERTALJE,78728.63927658058
VAUDREUIL,OKA SUR LE LAC,8377.044595252024
VEITSILUOTO,KEMI,4354.96504056757
VERACRUZ,COATZACOALCOS,215247.3776231087
VERAVAL,PORBANDAR,113844.32037522964
VERKEBACK,VASTERVIK,7852.345939689184
VIBO VALENTIA MARINA,GIOIA TAURO,39042.59577929048
VICTORIA,MUARA HARBOR,33368.34568796904
VICTORIA HARBOR,ESQUIMALT HARBOR,3688.847675015127
VICTORIA HARBOUR,PORT MCNICOLL,1316.1785656983986
VIEUX FORT,GRAND CUL DE SAC BAY,30139.307061377098
VILA DO CONDE,BELEM,29931.34957414291
VILA DO PORTO,PONTA DELGADA,99998.90557523361
VILLA CONSTITUCION,SAN NICOLAS,14493.121972534658
VILLA CONSTITUCION,SAN NICOLAS,10003.949189140247
VILLANUEVA,BUGO,7636.120110398533
VINALHAVEN,NORTH HAVEN,9641.057045832147
VINEYARD HAVEN,WOODS HOLE,9262.517817858992
VINH CAM RANH,NHA TRANG,41411.0027031491
VITAZ MARINE TERMINAL,OKHA,101389.73211767698
VITINO,KANDALAKSHA,7044.128419925232
VITORIA,TUBARAO,9448.107946054499
VLAARDINGEN,SCHIEDAM,3430.5682609102405
VLADIVOSTOK,SLAVYANKA,50385.05372451324
VLORES,OTRANTO,91814.20772611302
VOLOS,TSINGELI,23847.129133855924
VORDINGBORG,STUBBEKOBING,16127.114031450783
VOSTOCHNYY,NAKHODKA,17244.83911731095
VRAKHONISIS KALLONIS,PLOMARION,26880.411735275193
VUNG TAU,MUI VUNG TAU,3706.466307548931
VYBORG,GAVAN VYSOTSK,14945.8540412813
WADI FEIRAN,RAS BADRAN OIL TERMINAL,22474.727680861128
WAHAI,BULA,116497.32508005091
WAINWRIGHT,BARROW,136230.48844935038
WAKAMATSU KO,TOBATA,1853.2887513250948
WAKKANAI,ISIKARI WAN,32737.406795951094
WALDPORT,NEWPORT,22278.22541196245
WALLAROO,ARDROSSAN,62069.277575758286
WALNUT GROVE,ISLETON,10391.244654651578
WALPOLE ISLAND,ALGONAC,0.0
WALPOLE ISLAND,WALPOLE ISLAND,0.0
WANGANUI,NEW PLYMOUTH,130411.37391331597
WANXIAN,CHUNG CHING,221912.9869682509
WARKWORTH HARBOUR,BLYTH,24665.06384410131
WARRNAMBOOL,PORTLAND,77367.31480287464
WASHBURN,ASHLAND,7521.469502274858
WASHINGTON,BELHAVEN,39881.98304048743
WASHINGTON BAY,BAY OF PILLARS,16450.754125445837
WASHINGTON HARBOR,THUNDER BAY,54098.54496973264
WATERFALL,CRAIG,19265.64143826506
WAUBAUSHENE,PORT SEVERN,3706.466307549523
WAUKEGAN,GREAT LAKES,7538.564759096992
WEEHAWKEN,HOBOKEN,1853.2887513252533
WEIHAI,YANTAI,57590.72534112167
WELLAND,PORT COLBORNE,12972.79886907351
WELLINGTON,PICTON,64061.05067622623
WELSHPOOL,WESTERN PORT,114129.47451995942
WENZHOU,HAIMEN,107814.44924915046
WEST POINT,YORKTOWN,42607.22496164237
WESTERN PORT,MELBOURNE,62009.638694042515
WESTHAVEN COVE,BAY CITY,6733.981255265953
WESTPORT,GREYMOUTH,82303.81078231739
WEYMOUTH HARBOUR,PORTLAND HARBOUR,3888.7645621745282
WHANGAREI,OPUA,60901.568522110145
WHANGAROA,OPUA,43485.78835822209
WHITEHALL,KETTLETOFT,11119.510117749853
WHITEHAVEN HARBOR,CANSO,18148.751741331896
WHYCOCOMAGH,GRAND NARROWS,27118.643249778244
WIARTON,OWEN SOUND,24364.297613290066
WIDURI MARINE TERMINAL,CINTA OIL TERMINAL,103518.35018615001
WILHELMSHAVEN,NORDENHAM,21666.08165588715
WILLEMSTAD,CARACASBAAI,9135.160014765179
WILMETTE,CHICAGO,23281.27309704274
WILMINGTON,WRIGHTSVILLE,12397.922905639343
WILMINGTON,DEEPWATER POINT,4676.158862067054
WILSON COVE,AVALON,44567.18270111268
WINDSOR,DETROIT,1853.177556223971
WINTER HARBOR,BAR HARBOR,9271.349520849366
WINTERPORT,BUCKSPORT,9100.098830944711
WOLFE ISLAND,KINGSTON,6478.094636994717
WOLGAST,SWINOUJSCIE,34907.58404568674
WONSAN,HUNGNAM,75496.64776187314
WOODS HOLE,FALMOUTH,5573.062182495684
WRIGHTSVILLE,WILMINGTON,12397.922905639343
WYANDOTTE,TRENTON,7539.239281230484
WYMAN,MILBRIDGE,2275.9328583693696
WYNDHAM,DARWIN,446444.5215951212
XEROS,KYRENIA,51403.40048529659
XIAMEN,ZHANGZHOU,27279.838985281156
YAHATA,WAKAMATSU KO,3706.466307548923
YAKACIK,ISKENDERUN,13057.702704263742
YAKUTAT,TANANI POINT,244093.66877953996
YALTA,ALUSHTA,29775.45420082272
YANGPU,BASUO,92146.44931195701
YANGZHOU,ZHENJIANG,5559.755058873319
YANTAI,WEIHAI,57590.72534112167
YANTIAN,HUIZHOU,29630.728209997997
YARIMCA,DERINCE BURNU,11288.164148945663
YATSUSHIRO KO,MISUMI KO,12754.903230215179
YAWATAHAMA,UWAJIMA KO,29450.990499758016
YERAKINI,STRATONI,41677.891525746825
YES BAY,UNION BAY,30901.963272920217
YEVPATORIYA,CHORNOMORS KE,63956.612270625614
YITHION,KALAMATA,49810.54405229215
YOKKAICHI,NAGOYA KO,23982.609246675627
YOKOHAMA KO,KAWASAKI KO,17507.818197122913
YOKOSUKA KO,URAGA KO,7177.827251735375
YONKERS,CITY ISLAND,13492.054451669843
YOUNGSTOWN,NIAGARA,1349.8817230405698
ZAANDAM,AMSTERDAM,8683.857467186932
ZADAR,SIBENIK,68319.32797745666
ZARUBINO,POS'YET,23249.375066722823
ZARZIS,HOUMT SOUK,49249.86479059175
ZEIT BAY LPG TERMINAL,ZEIT BAY TERMINAL,4948.158056596112
ZEIT BAY TERMINAL,EAST ZEIT TERMINAL,1853.288751324935
ZHANGJIANGANG,JIANGYIN,16680.323787343103
ZHANJIANG,SHUI DONG,77468.42041689625
ZHENJIANG,YANGZHOU,5559.755058873319
ZHUHAI,MACAU,5818.462428863386
